Draft_Yr,Pk,Tm,Player,College,seasons,Field_Goal_Percentage ,3points_Field_Goal_Percentage ,Free_Throw_Percentage,Minutes_Played_Per_Game,Points_Per_Game ,Total_Rebounds_per_Game ,Assist_Per_Game ,WS,WS/48,BPM,VORP
1972,113,MIL,Mickey Davis,Duquesne University,5,0.458,,0.842,13,5.2,2.8,1,8.9,0.115,-1.5,0.3
1972,117,DET,Ben Kelso,Central Michigan University,1,0.365,,0.682,6.5,1.8,0.7,0.4,0,0,-6.4,-0.3
1972,165,BOS,Mark Minor,Ohio State University,1,0.25,,0.75,5,1.3,1,0.5,0,0.081,,
1972,180,CHI,Mike Barr,Duquesne University,1,0.437,,0.719,16.8,3.9,1.8,2.4,1.4,0.054,-3,-0.3
1973,1,PHI,Doug Collins,Illinois State University,8,0.501,0,0.833,33.6,17.9,3.2,3.3,38,0.131,0.4,8.5
1973,2,CLE,Jim Brewer,University of Minnesota,9,0.448,0.077,0.571,22.7,5.8,6.3,1.5,29.3,0.088,0.8,11.1
1973,3,BUF,Ernie DiGregorio,Providence College,5,0.415,,0.902,25.2,9.6,2,5.1,2.5,0.016,-4.5,-5
1973,4,SEA,Mike Green,Louisiana Tech University,4,0.46,0,0.707,22.1,8.4,5.4,1.4,10.9,0.097,-0.1,2.6
1973,5,LAL,Kermit Washington,American University,10,0.526,0,0.656,25.3,9.2,8.3,1.4,36,0.135,1.6,11.7
1973,6,HOU,Ed Ratleff,"California State University, Long Beach",5,0.454,,0.803,24.9,8.3,4,2.7,13.8,0.078,0.4,5.1
1973,7,KCO,Ron Behagen,University of Minnesota,7,0.425,,0.754,23.5,10.3,7,1.6,13,0.068,-1.6,0.9
1973,8,PHO,Mike Bantom,Saint Joseph's University,9,0.468,0.2,0.692,27.9,12.1,6.4,2.3,34.8,0.085,-0.1,9.4
1973,9,ATL,Dwight Jones,University of Houston,10,0.471,0.5,0.74,21.5,8.1,5.9,1.2,27.6,0.081,-1.3,3
1973,10,ATL,John Brown,University of Missouri,7,0.453,,0.783,20.8,7.4,4.4,1.4,16.2,0.077,-1.4,1.5
1973,12,CHI,Kevin Kunnert,University of Iowa,9,0.476,,0.682,21.8,8.3,7.3,1.4,22,0.087,-0.2,5.5
1973,13,CAP,Nick Weatherspoon,University of Illinois at Urbana-Champaign,7,0.455,,0.713,21.4,9,4.9,0.9,15.2,0.075,-2.3,-0.8
1973,14,NYK,Mel Davis,St. John's University,4,0.376,,0.709,13.5,5.3,4.3,0.9,0.3,0.006,-5.2,-2.1
1973,16,MIL,Swen Nater,"University of California, Los Angeles",8,0.537,0.25,0.76,28.4,12.2,10.8,2,36.9,0.128,0.7,9.6
1973,17,BOS,Steve Downing,Indiana University,2,0.318,,0.55,5.4,2.4,1.5,0.4,-0.2,-0.06,-7.3,-0.2
1973,19,CAP,Louie Nelson,University of Washington,5,0.437,,0.738,22.1,9.4,2.4,1.9,6.4,0.062,-2.2,-0.2
1973,20,KCO,Mike D'Antoni,Marshall University,3,0.392,,0.736,14.3,3.3,1.4,1.9,0.9,0.023,-2.4,-0.2
1973,21,PHI,Allan Bristow,Virginia Polytechnic Institute and State University,9,0.46,0.286,0.798,20.5,7.9,4,3.2,22.7,0.082,-0.2,6
1973,22,PHI,George McGinnis,Indiana University,7,0.448,0.08,0.651,30.7,17.2,9.8,3.8,36.2,0.107,2.8,19.5
1973,24,CHI,Kevin Stacom,Providence College,6,0.417,0.5,0.768,13.1,5.1,1.5,1.5,3.1,0.032,-4.7,-3.2
1973,25,KCO,Larry McNeill,Marquette University,6,0.466,,0.779,17.2,8.5,4.8,0.8,13.4,0.127,-1.6,0.5
1973,27,ATL,Tom Ingelsby,Villanova University,1,0.382,,0.784,8.3,2.7,0.9,0.8,0.1,0.014,-5.9,-0.4
1973,29,GSW,Derrek Dickey,University of Cincinnati,5,0.47,,0.745,16.7,6.1,4.9,1.1,11.1,0.1,-2.1,-0.1
1973,31,LAL,Jim Chones,Marquette University,8,0.468,0,0.704,30.7,12.3,8.3,1.7,37.4,0.094,-0.6,6.6
1973,32,PHI,Caldwell Jones,Albany State University,14,0.473,0.065,0.753,24.8,6.2,7.2,1.3,44.3,0.08,-0.4,10.4
1973,33,PHO,Gary Melchionni,Duke University,2,0.444,,0.831,20.3,7.8,2.4,2.2,3.9,0.067,-3.1,-0.8
1973,35,BOS,Phil Hankinson,University of Pennsylvania,2,0.491,,0.769,6,3.9,1.8,0.2,0.6,0.143,-5.1,-0.1
1973,36,ATL,Ted Manakas,Princeton University,1,0.4,,1,9,2.4,0.6,0.4,0,0.014,-7.7,-0.1
1973,38,BUF,Ken Charles,Fordham University,5,0.441,,0.789,23.7,8.5,2,2.5,9.8,0.061,-1.7,0.6
1973,44,DET,Bo Lamar,University of Louisiana at Lafayette,1,0.406,,0.676,16.4,7.1,1.3,2.5,0.5,0.021,-4.5,-0.7
1973,45,ATL,Leonard Gray,"California State University, Long Beach",3,0.469,,0.739,27,10.8,5.2,2.2,9.9,0.079,-0.6,2.2
1973,48,CAP,Tom Kozelko,University of Toledo,3,0.419,,0.745,10.1,2.2,1.8,0.5,2.4,0.059,-3.1,-0.6
1973,49,NYK,Allie McGuire,Marquette University,1,0.5,,,5,2,1,0.5,0,0.029,-5.7,0
1973,50,DET,Larry Kenon,University of Memphis,7,0.489,0.1,0.798,30.8,17,7.8,2.6,36.5,0.113,1,11.9
1973,51,HOU,E.C. Coleman,Houston Baptist University,6,0.464,,0.694,26.1,7.2,6,1.3,12.8,0.066,-1.6,1
1973,57,CLE,Luke Witte,Ohio State University,3,0.402,,0.685,9.3,3.2,3,0.5,1.2,0.051,-4.2,-0.6
1973,64,CHI,Mark Sibley,Northwestern University,1,0.357,,0.857,4.4,1.6,0.9,0.5,-0.2,-0.065,-7.5,-0.2
1973,66,NYK,George Karl,University of North Carolina,2,0.342,,0.705,8.5,2.6,0.7,1.5,-0.2,-0.038,-7.3,-0.4
1973,74,CLE,John Coughran,University of California,1,0.358,0.222,0.571,6.7,2.8,0.8,0.5,-0.3,-0.086,-9.1,-0.3
1973,76,KCO,M.L. Carr,Guilford College,9,0.47,0.256,0.746,23.5,9.7,4.3,1.8,29,0.098,1.3,11.7
1973,83,NYK,Dennis Bell,Drake University,3,0.374,,0.535,8.7,2.8,1.9,0.4,0.1,0.011,-4.2,-0.3
1973,88,BUF,Mike Macaluso,Canisius College,1,0.432,,0.588,3.7,1.6,0.8,0.1,0,-0.001,-6.5,-0.1
1973,96,ATL,John Williamson,New Mexico State University,5,0.449,0.293,0.833,31.8,20.1,2.5,2.8,13.4,0.07,-2.5,-1.2
1973,98,CHI,Johnny Neumann,University of Mississippi,2,0.406,,0.686,13.9,5.6,1,2,-0.1,-0.006,-5.8,-1.1
1973,106,BUF,Tim Bassett,University of Georgia,4,0.388,,0.595,23.8,5.9,6.4,1.2,4.1,0.036,-2.5,-0.7
1973,118,LAL,Nate Hawthorne,Southern Illinois University,3,0.421,,0.66,12.3,5.4,2.1,0.7,1.7,0.041,-5,-1.5
1973,128,PHO,Jim Owens,Arizona State University,2,0.418,,0.767,9.2,3.1,0.9,1.1,0.4,0.038,-5.7,-0.5
1973,129,DET,Ben Kelso,Central Michigan University,1,0.365,,0.682,6.5,1.8,0.7,0.4,0,0,-6.4,-0.3
1973,138,PHI,Harvey Catchings,Hardin-Simmons University,11,0.435,0,0.647,18.2,3.2,5,0.8,21.2,0.077,-0.1,6.4
1973,166,PHI,Rod Freeman,Vanderbilt University,1,0.379,,0.683,7.6,3,1.5,0.4,0,0,-5.6,-0.2
1973,204,BUF,Jim Garvin,Boston University,1,0.25,,,1.8,0.3,0.8,0,0,-0.134,-21.5,-0.1
1974,1,POR,Bill Walton,"University of California, Los Angeles",10,0.521,0,0.66,28.3,13.3,10.5,3.4,39.3,0.142,4.4,21.4
1974,2,PHI,Marvin Barnes,Providence College,4,0.442,,0.672,21.7,9.2,5.5,1.5,4.4,0.057,-1.3,0.6
1974,3,SEA,Tom Burleson,North Carolina State University,7,0.445,0,0.726,21.1,9.4,6.3,1.3,22.9,0.117,0.6,6.2
1974,4,PHO,John Shumate,University of Notre Dame,5,0.516,0,0.72,28.9,12.3,7.5,1.8,24.5,0.128,0.7,6.3
1974,5,HOU,Bobby Jones,University of North Carolina,10,0.55,0,0.78,26.1,11.5,5.5,2.4,73.7,0.175,4.3,32
1974,6,KCO,Scott Wedman,University of Colorado,13,0.481,0.335,0.794,28.6,13.2,4.8,2,53.7,0.099,0,12.9
1974,7,ATL,Tom Henderson,University of Hawaii,9,0.433,0,0.739,27.2,9.4,2.3,4.8,22.1,0.06,-1.6,1.8
1974,8,CLE,Campy Russell,University of Michigan,9,0.459,0.366,0.772,29.6,15.8,4.8,3,35.8,0.103,0.6,11.1
1974,9,BUF,Tom McMillen,University of Maryland,11,0.483,0.12,0.806,20.3,8.1,4,1.1,27.2,0.088,-2.3,-1.2
1974,10,ATL,Mike Sojourner,University of Utah,3,0.48,,0.671,22.4,8.7,6.5,0.9,8.2,0.092,-2.2,-0.2
1974,11,GSW,Jamaal Wilkes,"University of California, Los Angeles",12,0.499,0.135,0.759,32.9,17.7,6.2,2.5,71.3,0.125,0.3,16.1
1974,12,LAL,Brian Winters,University of South Carolina,9,0.475,0.363,0.842,30.7,16.2,2.6,4.1,38.6,0.093,-0.6,6.9
1974,13,WSB,Len Elmore,University of Maryland,8,0.413,0,0.715,16.6,4.6,4.2,0.9,13.3,0.076,-0.6,2.9
1974,14,CHI,Maurice Lucas,Marquette University,12,0.473,0.111,0.763,29,14.4,8.8,2.3,58.7,0.114,0.1,13.4
1974,15,DET,Al Eberhard,University of Missouri,4,0.433,,0.797,18.8,6.8,3.5,0.8,5.3,0.062,-2.5,-0.6
1974,16,CHI,Cliff Pondexter,"California State University, Long Beach",3,0.416,,0.667,14.5,3.9,3.8,1.1,4.7,0.079,-2.3,-0.2
1974,17,BOS,Glenn McDonald,"California State University, Long Beach",3,0.4,,0.732,10.2,4.2,1.5,0.7,1.1,0.034,-5,-1.1
1974,18,MIL,Gary Brokaw,University of Notre Dame,4,0.446,,0.713,19.6,8,1.7,3,5.3,0.054,-2.6,-0.7
1974,19,PHI,Don Smith,University of Dayton,1,0.408,,1,10,5.2,0.6,0.9,0,0.004,-7.2,-0.7
1974,20,POR,Jan Van Breda Kolff,Vanderbilt University,7,0.439,0.3,0.814,23.4,6,4.1,1.9,15.1,0.071,-0.7,3.3
1974,21,LAL,Billy Knight,University of Pittsburgh,9,0.506,0.274,0.83,27.4,15.7,4.5,2.1,48.5,0.126,0.4,11.3
1974,22,WSB,Truck Robinson,Tennessee State University,11,0.483,1,0.662,32.6,15.5,9.4,1.7,52.7,0.101,-0.8,7.9
1974,23,HOU,Gus Bailey,University of Texas at El Paso,5,0.406,1,0.51,9.2,2.6,1.7,1.1,0.8,0.029,-2.4,-0.1
1974,24,KCO,Len Kosmalski,University of Tennessee,2,0.398,,0.778,6.7,1.4,1.9,0.7,0.6,0.052,-3.3,-0.2
1974,25,ATL,John Drew,Gardner-Webb University,11,0.47,0.175,0.748,29.5,20.7,6.9,1.7,68.9,0.152,1.2,17.7
1974,26,SEA,Leonard Gray,"California State University, Long Beach",3,0.469,,0.739,27,10.8,5.2,2.2,9.9,0.079,-0.6,2.2
1974,27,CHI,Leon Benbow,Jacksonville University,2,0.394,,0.759,16,5.5,1.9,1.6,1.7,0.044,-2.5,-0.2
1974,28,NOJ,Aaron James,Grambling State University,5,0.481,,0.76,21.5,10.8,4.1,1,13.1,0.082,-2.9,-1.7
1974,29,GSW,Phil Smith,University of San Francisco,9,0.476,0.253,0.779,29.1,15.1,3,3.9,41.1,0.103,-0.1,9.2
1974,30,WSB,Dennis DuVal,Syracuse University,2,0.361,,0.667,5.3,1.9,0.6,0.7,0,0.001,-3.5,-0.1
1974,31,PHO,Fred Saunders,Syracuse University,4,0.443,,0.682,13.8,5.3,3,1.1,3.1,0.051,-2.9,-0.7
1974,32,NYK,Jesse Dark,Virginia Commonwealth University,1,0.471,,0.55,8.5,3.6,0.8,0.6,0.3,0.034,-6,-0.4
1974,33,DET,Eric Money,University of Arizona,6,0.494,,0.748,25.4,12.2,2.1,3.8,14.8,0.065,-1.2,2.2
1974,34,POR,Phil Lumpkin,Miami University,2,0.424,,0.812,14.2,3.3,1,2.7,0.7,0.028,-5.8,-1.1
1974,35,BOS,Kevin Stacom,Providence College,6,0.417,0.5,0.768,13.1,5.1,1.5,1.5,3.1,0.032,-4.7,-3.2
1974,37,PHI,Connie Norman,University of Arizona,3,0.439,,0.82,12.3,6,1.5,0.9,1.2,0.047,-4.9,-0.9
1974,38,CLE,Foots Walker,State University of West Georgia,10,0.435,0.227,0.762,22.9,6.4,2.6,4.7,31,0.099,0.8,10.5
1974,39,CLE,Kevin Restani,University of San Francisco,8,0.486,0.205,0.717,18.4,6.2,4,1.4,14.8,0.07,-1.9,0.2
1974,40,PHO,George Gervin,Eastern Michigan University,10,0.511,0.297,0.844,33.5,26.2,4.6,2.8,88.1,0.159,1.5,23.3
1974,42,PHI,Harvey Catchings,Hardin-Simmons University,11,0.435,0,0.647,18.2,3.2,5,0.8,21.2,0.077,-0.1,6.4
1974,43,ATL,Darrell Elston,University of North Carolina,1,0.143,,0.5,8,1,1.2,0.4,-0.2,-0.218,-15.4,-0.1
1974,44,SEA,Tal Skinner,University of Maryland Eastern Shore,2,0.434,,0.633,19.3,4.6,4.2,1,3.4,0.058,-2.6,-0.4
1974,45,BUF,Kim Hughes,University of Wisconsin,5,0.449,,0.333,16.8,2.7,4.7,0.9,7.1,0.059,0.5,3.6
1974,47,GSW,Frank Kendrick,Purdue University,1,0.403,,0.818,5,3.3,1.5,0.3,0.3,0.119,-1.6,0
1974,49,PHO,Earl Williams,Winston-Salem State University,4,0.432,,0.475,12.9,4.5,5.6,0.9,2.7,0.069,-1.7,0.1
1974,52,CHI,Bobby Wilson,Wichita State University,4,0.426,,0.773,10.5,5.5,1.2,0.8,1.7,0.053,-4.3,-0.9
1974,56,POR,Mickey Johnson,Aurora University,12,0.449,0.165,0.8,27.7,14.1,7.2,3,58.6,0.113,1.5,21.9
1974,63,BUF,Bernie Harris,Virginia Commonwealth University,1,0.182,,0.5,2.3,0.5,0.7,0.1,-0.1,-0.19,-15.5,-0.1
1974,66,WSB,Stan Washington,University of San Diego,1,0,,,4,0,0,0,0,-0.195,-17.8,0
1974,77,HOU,Owen Wells,University of Detroit Mercy,1,0.42,,0.682,6.5,3,1.1,0.7,0.1,0.018,-4.1,-0.1
1974,80,SEA,Dean Tolson,University of Arkansas,3,0.546,,0.545,8.5,5,2.2,0.4,2.2,0.153,1.3,0.6
1974,82,NOJ,Ed Searcy,St. John's University,1,0.333,,1,3,1.5,0,0.3,0,-0.086,-13.9,0
1974,86,NYK,Greg Jackson,Guilford College,1,0.415,,0.581,16.4,3.7,1.4,2,-0.1,-0.005,-5.2,-0.6
1974,89,BOS,Ben Clyde,Florida State University,1,0.431,,0.778,6.3,2.8,1.6,0.2,0.2,0.066,-5.9,-0.2
1974,92,POR,Dan Anderson,University of Southern California,2,0.472,,0.846,11.2,3.7,1,1.7,1.6,0.071,-4.2,-0.6
1974,98,SEA,Wardell Jackson,Ohio State University,1,0.397,,0.718,16.8,4.3,2.4,0.5,0.3,0.015,-5.4,-0.8
1974,115,ATL,Greg Lee,"University of California, Los Angeles",1,0.5,,1,7,1.2,0.4,2.2,0,0.041,-6.1,0
1974,145,PHI,Perry Warbington,Georgia Southern University,1,0.19,,1,14,2,1.6,3.2,-0.3,-0.178,-11.4,-0.2
1974,154,NOJ,Ken Boyd,Boston University,1,0.538,,0.455,4.2,3.2,0.8,0.3,0.1,0.109,4.5,0
1974,160,BOS,Al Skinner,University of Massachusetts Amherst,4,0.437,,0.808,22,9.3,3.3,2.6,6.2,0.067,-0.3,1.9
1974,169,SEA,Rod Derline,Seattle University,2,0.419,,0.786,9.4,4.8,0.8,0.7,0.8,0.039,-6.6,-1.2
1974,175,DET,Bill Ligon,Vanderbilt University,1,0.385,,0.64,7.2,3.3,0.7,0.7,-0.2,-0.043,-7.1,-0.4
1975,1,ATL,David Thompson,North Carolina State University,8,0.504,0.277,0.778,32,22.1,3.8,3.2,50.8,0.15,1.1,12.7
1975,2,LAL,Dave Meyers,"University of California, Los Angeles",4,0.461,0.2,0.676,26.6,11.2,6.3,2.3,13.4,0.086,-0.3,3.1
1975,3,ATL,Marvin Webster,Morgan State University,9,0.489,0.333,0.617,22.4,7.1,7,1.2,28.1,0.104,0.6,8.6
1975,4,PHO,Alvan Adams,University of Oklahoma,13,0.498,0.133,0.788,27.5,14.1,7,4.1,73.5,0.13,3.7,39.3
1975,5,PHI,Darryl Dawkins,,14,0.572,0.133,0.685,23.7,12,6.1,1.3,46.4,0.129,0.4,10.3
1975,6,POR,Lionel Hollins,Arizona State University,10,0.444,0.149,0.741,27.4,11.6,2.4,4.5,22.9,0.059,-1.5,2.3
1975,7,NOJ,Rich Kelley,Stanford University,11,0.488,0,0.783,21.8,7.6,7,2.6,42.5,0.115,2.4,19.8
1975,8,LAL,Junior Bridgeman,University of Louisville,12,0.475,0.244,0.846,25,13.6,3.5,2.4,45,0.102,-1,5.4
1975,9,NYK,Gene Short,Jackson State University,1,0.352,,0.625,6.5,2.5,1.4,0.3,-0.1,-0.025,-6.6,-0.3
1975,10,KCK,Bill Robinzine,DePaul University,7,0.482,0.25,0.749,21.6,10.5,6.1,1.1,23.3,0.098,-0.9,3.2
1975,11,HOU,Joe Meriweather,Southern Illinois University,10,0.511,0.333,0.687,22.1,8.1,5.6,0.9,27.6,0.09,-1,3.9
1975,12,SEA,Frank Oleynick,Seattle University,2,0.386,,0.708,11.4,5,0.9,1.1,-0.1,-0.005,-7.2,-1.5
1975,13,KCK,Bob Bigelow,University of Pennsylvania,4,0.414,,0.732,8.1,2.5,1.2,0.4,0.5,0.029,-5.5,-0.7
1975,14,GSW,Joe Bryant,La Salle University,8,0.45,0.2,0.743,21.2,8.7,4,1.7,12.9,0.048,-1.8,0.8
1975,15,CLE,John Lambert,University of Southern California,7,0.428,0.083,0.693,12.5,3.8,3.3,0.6,6.9,0.06,-2.6,-0.8
1975,16,PHO,Ricky Sobers,"University of Nevada, Las Vegas",11,0.459,0.291,0.843,28,13.3,2.6,4.3,32,0.067,-1.1,5
1975,17,BOS,Tom Boswell,University of South Carolina,6,0.533,0.545,0.724,19.3,7.7,4.7,1.6,15.2,0.104,0.1,3.7
1975,18,WSB,Kevin Grevey,University of Kentucky,10,0.437,0.334,0.817,22.7,11,2.4,1.9,26.5,0.083,-1.6,1.4
1975,19,ATL,Bill Willoughby,,8,0.47,0.27,0.75,17.7,6,3.9,0.8,13.3,0.074,-1.7,0.6
1975,20,GSW,Gus Williams,University of Southern California,11,0.461,0.238,0.756,31.1,17.1,2.7,5.6,67.9,0.127,1.9,25.5
1975,21,SEA,Bruce Seals,Xavier University of Louisiana,3,0.435,,0.675,24.4,10.3,4.6,1.2,7,0.058,-3,-1.5
1975,22,MIL,Clyde Mayes,Furman University,2,0.446,,0.567,13.5,4,3.8,0.5,0.9,0.044,-3.9,-0.5
1975,23,PHI,World B. Free,Guilford College,13,0.456,0.337,0.753,30.4,20.3,2.7,3.7,67.7,0.121,0.1,14.6
1975,24,MIL,Cornelius Cash,Bowling Green State University,1,0.391,,0.5,8.2,3.5,2.7,0.2,0,-0.01,-7.6,-0.1
1975,25,POR,Bob Gross,"California State University, Long Beach",8,0.512,0.179,0.798,24.5,8.9,4.4,2.9,30.7,0.117,2.4,13.9
1975,26,NYK,Ticky Burden,University of Utah,2,0.421,,0.6,9.9,5.5,1,1,0,-0.002,-3.4,-0.2
1975,28,CLE,Dan Roundfield,Central Michigan University,11,0.485,0.115,0.738,31.4,15.2,9.7,2.2,65.2,0.134,2.4,25.9
1975,30,CHI,Steve Green,Indiana University,3,0.438,,0.704,10.7,4.6,2,0.6,2.2,0.065,-3.4,-0.6
1975,31,KCK,Glenn Hansen,Louisiana State University,3,0.412,,0.725,12.9,5.3,2.2,0.8,1,0.034,-3.9,-0.7
1975,32,CHI,John Laskowski,Indiana University,2,0.398,,0.76,18.1,7.1,2.4,0.8,2,0.046,-5.1,-1.7
1975,34,NYK,Larry Fogle,Canisius College,1,0.2,,,7,1,1.5,0,0,-0.163,-14.9,0
1975,35,PHO,Allen Murphy,University of Louisville,1,0.2,,0.429,9,2.5,2,0,-0.1,-0.229,-16.9,-0.1
1975,37,NOJ,Rudy Hackett,Syracuse University,1,0.3,,0.571,7.7,2.3,2.2,0.5,0,-0.024,-8.9,-0.1
1975,38,NOJ,Jim McElroy,Central Michigan University,7,0.468,0.206,0.764,24.3,9.9,2,3.5,14,0.066,-2.3,-0.8
1975,47,HOU,Rudy White,Arizona State University,5,0.408,0,0.742,9.6,3.1,1,0.9,0.2,0.008,-5.1,-0.9
1975,48,WSB,Tom Kropp,University of Nebraska at Kearney,2,0.44,,0.702,7.1,2.5,0.8,0.6,0.5,0.042,-4.2,-0.3
1975,50,POR,Gus Gerard,University of Virginia,5,0.436,0.143,0.649,12.6,5.7,2.6,0.8,5.3,0.072,-2,0
1975,51,GSW,Robert Hawkins,Illinois State University,4,0.453,,0.704,19.5,12.7,2.3,1.5,3,0.072,-0.2,0.9
1975,53,BOS,Jerome Anderson,West Virginia University,2,0.49,,0.694,5.9,2.6,0.5,0.3,0.4,0.068,-4.5,-0.2
1975,54,PHO,Bayard Forrest,Grand Canyon University,2,0.449,,0.509,15.3,4.1,4.1,2.1,2.7,0.06,-0.8,0.6
1975,56,LAL,C.J. Kupec,University of Michigan,3,0.427,,0.772,10.8,4.1,2.1,0.7,1.8,0.053,-4.2,-0.9
1975,57,ATL,Monte Towe,North Carolina State University,1,0.406,,0.72,8,2.5,0.7,1.7,0.1,0.013,-5.9,-0.4
1975,61,POR,Phil Hicks,Tulane University,2,0.447,,0.778,6.8,2.3,1.6,0.6,0.5,0.058,-2.9,-0.1
1975,62,CLE,Eric Fernsten,University of San Francisco,6,0.445,,0.675,7.5,2.4,1.7,0.4,3.3,0.098,-1.7,0.1
1975,64,DET,Lindsay Hairston,Michigan State University,1,0.456,,0.58,13.9,5.8,3.8,0.4,1,0.075,-2.7,-0.1
1975,75,ATL,Wilbur Holland,University of New Orleans,4,0.452,,0.799,29.6,13.6,3.1,3.3,14,0.082,-0.2,3.7
1975,76,PHO,Joe Pace,Coppin State University,2,0.467,,0.598,7.1,3.2,2.1,0.3,1.1,0.092,-1.8,0
1975,92,LAL,Don Ford,"University of California, Santa Barbara",7,0.464,0.143,0.773,19.6,6.4,3.6,1.4,12.7,0.066,-2,0
1975,99,CLE,Henry Ward,Jackson State University,1,0.378,,0.882,6.3,3.1,1.2,0.2,-0.1,-0.023,-9.5,-0.3
1975,113,PHI,Mike Flynn,University of Kentucky,2,0.44,,0.653,15.8,6.2,2.1,2.2,2.6,0.054,-2.5,-0.3
1975,136,CLE,Andre McCarter,"University of California, Los Angeles",3,0.431,0.25,0.725,11.5,3.8,0.9,1.7,1.1,0.046,-4.5,-0.7
1975,139,KCK,Jim Bostic,New Mexico State University,1,0.545,,0.4,12,6.5,4,0.8,0.1,0.144,-1.6,0
1975,151,DET,Terry Thomas,University of Detroit Mercy,1,0.431,,0.724,4.9,2.8,1.3,0.1,0.2,0.082,-6.1,-0.1
1976,1,HOU,John Lucas,University of Maryland,14,0.449,0.303,0.776,27.5,10.7,2.3,7,53.7,0.101,-0.4,10.3
1976,2,CHI,Scott May,Indiana University,7,0.462,0,0.811,22.6,10.4,4.1,1.7,17.4,0.104,-1,2
1976,3,KCK,Richard Washington,"University of California, Los Angeles",6,0.453,0.25,0.711,22.4,9.8,6.3,1.2,10.8,0.066,-2.3,-0.6
1976,4,DET,Leon Douglas,University of Alabama,7,0.495,0,0.601,22.2,7.9,6.5,1.1,15.2,0.072,-1.6,1.1
1976,5,POR,Wally Walker,University of Virginia,8,0.467,0.2,0.643,18,7,3.1,1.5,12.9,0.061,-2.3,-0.8
1976,6,BUF,Adrian Dantley,University of Notre Dame,15,0.54,0.171,0.818,35.8,24.3,5.7,3,134.2,0.189,3.1,44
1976,7,MIL,Quinn Buckner,Indiana University,10,0.461,0.184,0.657,22.6,8.2,2.7,4.3,24.7,0.073,0.5,10.2
1976,8,GSW,Robert Parish,Centenary College of Louisiana,21,0.537,0,0.721,28.4,14.5,9.1,1.4,147,0.154,1.6,41.5
1976,9,ATL,Armond Hill,Princeton University,8,0.408,0.077,0.829,25.2,6.9,2,4.7,11.3,0.046,-2.4,-1.1
1976,10,PHO,Ron Lee,University of Oregon,6,0.416,0.321,0.705,21.4,7.3,2.7,3.8,10.7,0.054,0,5
1976,11,SEA,Bob Wilkerson,Indiana University,7,0.425,0.167,0.751,27.8,10.1,4.2,3.4,8.2,0.027,-1.8,0.6
1976,12,PHI,Terry Furlow,Michigan State University,4,0.459,0.293,0.862,20.1,10.7,2.1,2.4,7.3,0.073,-1.8,0.3
1976,13,WSB,Mitch Kupchak,University of North Carolina,9,0.523,0,0.704,19.4,10.2,5.4,0.7,27.1,0.131,-1.2,2
1976,14,WSB,Larry Wright,Grambling State University,6,0.465,0.261,0.777,19.9,8.2,1.6,3.4,10.6,0.074,-1.9,0.2
1976,15,CLE,Chuckie Williams,Kansas State University,1,0.298,,0.75,3,1.7,0.2,0.3,-0.2,-0.137,-11.5,-0.2
1976,16,BOS,Norm Cook,University of Kansas,2,0.373,,0.529,5.5,2.4,1.1,0.2,-0.1,-0.018,-6.5,-0.2
1976,17,GSW,Sonny Parker,Texas A&M University,6,0.501,0,0.755,24.2,9.9,4.1,2.1,26.9,0.118,2.2,11.5
1976,18,CHI,Willie Smith,University of Missouri,4,0.4,0.239,0.754,15.4,4.6,1.7,3.6,1.3,0.052,-0.8,0.4
1976,19,SEA,Bayard Forrest,Grand Canyon University,2,0.449,,0.509,15.3,4.1,4.1,2.1,2.7,0.06,-0.8,0.6
1976,20,POR,Major Jones,Albany State University,6,0.49,0.111,0.586,13.5,4.4,3.5,0.6,5.5,0.052,-2.4,-0.5
1976,21,LAL,Earl Tatum,Marquette University,4,0.459,0.333,0.746,20,9.6,2.6,1.9,7.8,0.071,-0.8,1.6
1976,22,POR,Johnny Davis,University of Dayton,10,0.448,0.176,0.821,28.3,12.9,2,4.5,38.5,0.087,-1.7,1.4
1976,23,MIL,Alex English,University of South Carolina,15,0.507,0.217,0.832,31.9,21.5,5.5,3.6,100.7,0.127,1.7,35.6
1976,24,MIL,Scott Lloyd,Arizona State University,6,0.425,0.286,0.718,15.2,4.6,3,1,2.5,0.021,-3.6,-2.2
1976,25,NYK,Lonnie Shelton,Oregon State University,10,0.492,0.097,0.738,27.5,12,6.1,2.2,37.5,0.097,1.1,14.7
1976,26,NOJ,Jacky Dorsey,University of Georgia,3,0.389,,0.544,7.5,2.4,2.4,0.3,0.3,0.031,-6.2,-0.5
1976,27,HOU,Phil Hicks,Tulane University,2,0.447,,0.778,6.8,2.3,1.6,0.6,0.5,0.058,-2.9,-0.1
1976,28,ATL,Bob Carrington,Boston College,2,0.428,0,0.76,21.8,8.2,2.3,1.5,1.3,0.036,-3.1,-0.5
1976,29,SEA,Dennis Johnson,Pepperdine University,14,0.445,0.172,0.797,32.7,14.1,3.9,5,82.6,0.11,0.6,23.6
1976,30,PHO,Al Fleming,University of Arizona,1,0.484,,0.588,4.9,2,1.5,0.4,0,0.018,-4.5,-0.1
1976,31,WSB,Joe Pace,Coppin State University,2,0.467,,0.598,7.1,3.2,2.1,0.3,1.1,0.092,-1.8,0
1976,32,CLE,Mo Howard,University of Maryland,1,0.485,,0.686,10.8,4.8,1.2,1.3,0.6,0.084,-0.5,0.1
